0 0.8 0.5
1 0.604 0.24
2 0.729258 0.1812
3 0.436657 0.218777
4 0.951841 0.130997
5 -0.137404 0.285552
6 1.25912 -0.0412211
7 -1.26076 0.377736
8 -0.847583 -0.378228
9 -0.383985 -0.254275
10 0.539303 -0.115195
11 0.477617 0.161791
12 0.842425 0.143285
13 0.149733 0.252728
14 1.22134 0.0449199
15 -1.04342 0.366402
16 -0.157809 -0.313026
17 0.652109 -0.0473427
18 0.357312 0.195633
19 1.01689 0.107194
20 -0.340503 0.305068
21 1.14275 -0.102151
22 -0.930374 0.342824
23 0.130991 -0.279112
24 0.696866 0.0392974
25 0.359427 0.20906
26 1.0282 0.107828
27 -0.372237 0.308459
28 1.11447 -0.111671
29 -0.850547 0.334342
30 0.32154 -0.255164
31 0.600093 0.096462
32 0.592306 0.180028
33 0.68887 0.177692
34 0.513333 0.206661
35 0.837746 0.154
36 0.171454 0.251324
37 1.21017 0.0514362
38 -0.998875 0.363051
39 -0.0338018 -0.299663
40 0.698738 -0.0101406
41 0.306331 0.209621
42 1.07825 0.0918993
43 -0.535764 0.323474
44 0.921613 -0.160729
45 -0.349849 0.276484
46 1.10513 -0.104955
47 -0.814798 0.33154
48 0.402085 -0.24444
49 0.52922 0.120625
50 0.728522 0.158766
51 0.415723 0.218557
52 0.976601 0.124717
53 -0.210533 0.29298
54 1.23093 -0.0631598
55 -1.18441 0.369278
56 -0.594689 -0.355324
57 0.14956 -0.178407
58 0.790278 0.0448679
59 0.170513 0.237083
60 1.19638 0.0511538
61 -0.952698 0.358914
62 0.0882265 -0.285809
63 0.703293 0.0264679
64 0.333998 0.210988
65 1.05481 0.100199
66 -0.457478 0.316443
67 1.02344 -0.137243
68 -0.603654 0.307033
69 0.796876 -0.181096
70 -0.0701111 0.239063
71 1.23218 -0.0210333
72 -1.14661 0.369654
73 -0.470949 -0.343983
74 0.345507 -0.141285
75 0.691591 0.103652
76 0.434036 0.207477
77 0.943736 0.130211
78 -0.116681 0.283121
79 1.26406 -0.0350042
80 -1.27199 0.379218
81 -0.885934 -0.381598
82 -0.480427 -0.26578
83 0.411085 -0.144128
84 0.619284 0.123326
85 0.586407 0.185785
86 0.704362 0.175922
87 0.481345 0.211309
88 0.886938 0.144404
89 0.0430803 0.266081
90 1.26348 0.0129241
91 -1.22202 0.379045
92 -0.711627 -0.366606
93 -0.075584 -0.213488
94 0.778514 -0.0226752
95 0.128807 0.233554
96 1.21033 0.0386422
97 -1.0122 0.363098
98 -0.0712801 -0.303661
99 0.689226 -0.021384
100 0.313571 0.206768
